aifi_cell_type,fg,bg,direction,feature,tf_gene,Enrichment,nomP,adjP,mlog10Padj,mlog10p,BackgroundProporition,nBackground,BackgroundFrequency,CompareProportion,nCompare,CompareFrequency,timepoint,tf_adjP,tf_logFC,tf_direction,cell_type_label,cell_type_color,cell_type_xpos,cell_type_ypos,color
t_cd8_naive,lenalidomide,dmso,up,RUNX1_733,RUNX1,1.50499634575776,2.32594799353611e-09,2.0933531941825e-08,7.67915749056067,8.6334,0.297659778294786,73070,21750,0.447976878612717,346,155,24,0.389155514003426,-0.151085153177184,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,GMEB1_737,GMEB1,0.445537913709422,0.895364765549594,1,0,0.048,0.00648693034076913,73070,474,0.00289017341040462,346,1,24,0.504668028973618,-0.043070593951336,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,SMAD4_739,SMAD4,0.74747959789101,0.917698453849781,1,0,0.0373,0.0657314903517175,73070,4803,0.0491329479768786,346,17,24,0.751220068924717,0.0748813039868426,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFIC_740,NFIC,1.15549734253982,0.083310549691761,0.749794947225849,0.125057490560675,1.0793,0.202600246339127,73070,14804,0.234104046242775,346,81,24,0.0783853496737134,-0.0781488523362868,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,NFIA_742,NFIA,1.26571753729857,0.168538839812662,1,0,0.7733,0.0456685370192966,73070,3337,0.0578034682080925,346,20,24,0.959275688386989,0.0232273494688489,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,SMAD3_743,SMAD3,1.70157989246588,0.0865167107930881,0.778650397137793,0.108657490560675,1.0629,0.0152867113726564,73070,1117,0.0260115606936416,346,9,24,0.0175202387785262,0.17423744496966,up,CD8 Naive,#8DC63F,5,3,orangered
t_cd8_naive,lenalidomide,dmso,up,SMAD2_745,SMAD2,0.518490014027848,0.997700063822553,1,0,0.001,0.0724647598193513,73070,5295,0.0375722543352601,346,13,24,0.495425159802176,0.0506399139319874,up,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,HMG20B_748,HMG20B,0.714391002934545,0.976562402499494,1,0,0.0103,0.105186807171206,73070,7686,0.0751445086705202,346,26,24,0.607353576355742,-0.0373685404761423,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,TCF7_750,TCF7,1.92463519642164,2.63087370321467e-05,0.00023677863328932,3.62565749056068,4.5799,0.0660736280279184,73070,4828,0.127167630057803,346,44,24,0.589624037613763,-0.0296269038286998,dn,CD8 Naive,#8DC63F,5,3,gray60
t_cd8_naive,lenalidomide,dmso,up,HBP1_752,HBP1,0.92921387283237,0.639440294529284,1,0,0.1942,0.0342137676200903,73070,2500,0.0317919075144509,346,11,24,0.0724746328726328,0.134459362019398,up,CD8 Naive,#8DC63F,5,3,gray60
